incident,user,loc_lat,loc_long,species,action,severity,status,timestamp
2742,2384695414,45.28015665664577,-111.42567317373411,tiger,wildlife sightings,P2,submitted,Oct 24 2019 02:21:45
2743,2448487054,39.25224103941623,-114.89344664065025,gorilla,wildlife sightings,P3,actionable,Oct 14 2019 22:56:55
2744,4464335701,34.79723279492879,-109.0830434500754,tiger,poaching,P3,verified,Oct 24 2019 19:50:07
2745,3422642634,48.398979171896,-90.90320472101538,rhino,poaching,P3,submitted,Oct 14 2019 22:54:52
2746,4229984045,48.248896995659166,-87.2318535625569,other,poaching,P1,actionable,Oct 17 2019 22:35:49
2747,0255207277,29.13043170398086,-80.57920736243946,gorilla,human wildlife conflict,P3,actionable,Oct 06 2019 22:18:43
2748,2703651679,40.66106164784733,-99.84084959854275,elephant,poaching,P3,actionable,Oct 18 2019 19:18:20
2749,3081350275,33.44654402707587,-75.05888519551421,rhino,animal mortality,P3,actionable,Oct 23 2019 23:09:11
2750,1267763252,43.42211795874334,-89.79182480898918,tiger,animal mortality,P2,verified,Oct 02 2019 02:16:43
2751,0152660294,38.50111334861368,-95.98150014639026,rhino,other,P3,actionable,Oct 11 2019 03:14:32
2752,4027285081,28.47031303100872,-116.99841059680766,pangolin,poaching,P1,verified,Oct 10 2019 07:59:13
2753,1596614510,33.348727083906695,-98.22690061015626,rhino,human wildlife conflict,P1,actionable,Oct 19 2019 09:06:23
2754,2713710761,43.57265477458021,-116.36596967370943,rhino,human wildlife conflict,P3,verified,Oct 26 2019 11:05:48
2755,4464335701,29.15812940897787,-90.26130194922862,other,animal mortality,P3,actionable,Oct 24 2019 18:49:58
2756,3730100291,27.74007169894915,-111.36879880169523,tiger,animal mortality,P0,actionable,Oct 28 2019 09:35:07
2757,2129006458,47.13522719572909,-74.83755499336505,gorilla,poaching,P2,submitted,Oct 03 2019 02:06:25
2758,4826897062,47.78950798546056,-93.2138351920899,tiger,other,P2,actionable,Oct 01 2019 08:23:18
2759,2015296217,25.574539432731846,-94.46116371868484,parrot,wildlife sightings,P3,submitted,Oct 15 2019 22:06:13
2760,3995146417,38.33645679465378,-89.74438810177888,sea turtle,human wildlife conflict,P0,submitted,Oct 13 2019 23:33:36
2761,1776338743,45.456138609906176,-110.32048910944225,elephant,wildlife sightings,P3,verified,Oct 22 2019 02:59:34
2762,4104526427,48.29384640512275,-97.38754257847667,pangolin,poaching,P3,submitted,Oct 15 2019 19:49:19
2763,4654000580,25.818910543685462,-120.33363179048143,tiger,wildlife sightings,P2,actionable,Oct 08 2019 17:37:07
2764,0599951906,36.65377531360255,-116.55777989824267,tiger,wildlife sightings,P2,submitted,Oct 12 2019 03:31:07
2765,3226576704,43.09532230569576,-90.64536100225645,pangolin,human wildlife conflict,P2,actionable,Oct 16 2019 06:24:25
2766,2697600304,29.479312819183992,-104.20832600864838,gorilla,other,P0,actionable,Oct 06 2019 13:19:58
2767,3634458090,29.725287089385613,-99.5874602176024,tiger,poaching,P3,submitted,Nov 01 2019 15:52:53
2768,2313177786,41.47777181763837,-113.29908138165561,rhino,wildlife sightings,P2,submitted,Oct 27 2019 22:16:28
2769,0593249082,37.5048923459186,-82.99898403998313,gorilla,wildlife sightings,P2,verified,Oct 23 2019 08:47:21
2770,2631685540,26.114784608682065,-118.05048024255385,sea turtle,human wildlife conflict,P1,submitted,Oct 08 2019 00:37:22
2771,0446857635,33.54443068387661,-121.20219188386413,gorilla,other,P2,verified,Oct 31 2019 21:51:17
2772,4464335701,29.807464656426855,-87.08646099014987,other,animal mortality,P3,actionable,Oct 20 2019 19:58:36
2773,4936986264,36.029273615787176,-77.13055428866244,other,other,P1,submitted,Oct 17 2019 06:06:56
2774,2962496472,33.525590015267,-81.2624425689105,sea turtle,animal mortality,P3,submitted,Oct 23 2019 18:50:20
2775,1089687385,34.201542358802335,-119.30446988655105,parrot,poaching,P0,verified,Oct 26 2019 08:56:51
2776,1408800743,46.58289311479439,-116.86899469053814,gorilla,human wildlife conflict,P3,submitted,Oct 26 2019 05:56:20
2777,3384357706,46.51107954391598,-122.36788531904567,tiger,other,P2,verified,Oct 26 2019 15:49:57
2778,0424138376,43.73890855366537,-84.32109412941523,parrot,animal mortality,P3,submitted,Oct 23 2019 05:31:41
2779,3416221088,32.190473351465634,-73.48111764941245,sea turtle,wildlife sightings,P2,submitted,Oct 27 2019 01:17:40
2780,4493994733,31.75459615005782,-112.93808567839517,rhino,human wildlife conflict,P3,actionable,Nov 01 2019 01:04:52
2781,4469851958,39.171574982927396,-124.75424768985383,parrot,wildlife sightings,P3,actionable,Oct 16 2019 16:22:24
2782,2870849643,43.560474361329284,-79.57036152174598,gorilla,poaching,P2,actionable,Oct 23 2019 21:43:12
2783,1257630205,33.81095544705128,-95.32775523683837,sea turtle,animal mortality,P3,submitted,Oct 02 2019 02:49:29
2784,0412417648,31.297744236852473,-121.12623674094579,gorilla,other,P1,actionable,Oct 11 2019 15:46:02
2785,4467403490,46.791400987990954,-100.39938676709667,parrot,other,P3,submitted,Oct 20 2019 11:13:28
2786,2350210734,33.50082160408216,-73.76481281929887,other,human wildlife conflict,P2,actionable,Oct 23 2019 21:07:15
2787,4307282011,37.181016789409775,-100.75047484994866,other,human wildlife conflict,P3,submitted,Oct 27 2019 00:50:32
2788,1722801507,31.479022798411826,-76.00234223454777,tiger,human wildlife conflict,P3,actionable,Oct 05 2019 21:37:20
2789,1822361750,47.714906785186,-88.86852957351142,other,human wildlife conflict,P3,verified,Oct 16 2019 04:25:23
2790,3417216920,34.298811098301435,-94.1944121569147,rhino,wildlife sightings,P2,submitted,Oct 26 2019 09:27:09
2791,0871718329,46.12915763604644,-109.32690011069198,sea turtle,animal mortality,P2,actionable,Oct 10 2019 01:58:35
2792,2883869099,37.8556734525824,-72.84571657381738,sea turtle,poaching,P1,verified,Oct 12 2019 13:20:36
2793,4403987644,48.37636805060134,-84.96002899876203,pangolin,other,P0,verified,Nov 01 2019 07:45:50
2794,3238974040,37.4273392791371,-98.06929829264025,elephant,animal mortality,P3,submitted,Oct 03 2019 06:00:43
2795,4464335701,38.85748654795205,-82.39544811877681,pangolin,animal mortality,P3,actionable,Oct 14 2019 00:30:47
2796,2497101346,24.91680904141165,-111.20876736489349,sea turtle,human wildlife conflict,P2,actionable,Oct 15 2019 13:46:35
2797,1413210664,32.329878954132816,-93.02839865671251,pangolin,human wildlife conflict,P2,submitted,Oct 09 2019 13:04:46
2798,3440502304,37.475676355740056,-72.52905777492867,parrot,wildlife sightings,P3,verified,Oct 02 2019 15:33:45
2799,0637677911,39.97053376257636,-110.09695259967383,sea turtle,other,P3,submitted,Oct 07 2019 09:12:03
2800,2423426263,46.4239700892572,-96.34912426229944,sea turtle,animal mortality,P1,verified,Oct 07 2019 19:37:38
2801,1886181723,46.78760610984463,-80.0938348133607,pangolin,other,P2,verified,Oct 31 2019 21:10:00
2802,3307312411,42.23844390430332,-119.80877308076563,parrot,poaching,P2,verified,Oct 12 2019 06:06:16
2803,4424531416,42.54526136183504,-78.30190484103727,rhino,wildlife sightings,P2,actionable,Nov 01 2019 11:28:27
2804,2153584095,28.012442385328185,-109.0115477821106,parrot,poaching,P2,verified,Oct 11 2019 11:43:25
2805,4549335111,25.042222057473147,-86.93516687056226,elephant,wildlife sightings,P3,submitted,Oct 15 2019 04:06:19
2806,3634534252,40.11683907305551,-120.39139701734662,parrot,poaching,P3,verified,Oct 21 2019 15:06:58
2807,0163794254,47.17267948882868,-80.94263734714033,sea turtle,animal mortality,P2,submitted,Oct 20 2019 19:33:34
2808,1564929247,34.07672705864276,-79.23754538312906,tiger,other,P3,verified,Oct 31 2019 11:42:21
2809,1389238059,27.052303516009488,-113.47918436417328,sea turtle,poaching,P1,verified,Oct 31 2019 01:51:07
2810,2357328569,37.96610558595195,-90.15294001644685,rhino,wildlife sightings,P2,actionable,Oct 25 2019 23:18:01
2811,3098197438,41.24722324046435,-118.2170548206489,rhino,other,P1,verified,Oct 04 2019 00:03:02
2812,1426382744,28.835462636350346,-107.45785365888847,other,human wildlife conflict,P2,verified,Oct 27 2019 14:02:05
2813,1272513398,28.342347184193805,-71.67584890243114,rhino,animal mortality,P0,submitted,Oct 21 2019 06:39:03
2814,2737392554,44.48268287888693,-103.58772680053548,other,poaching,P2,verified,Oct 18 2019 21:11:58
2815,2671013850,39.597298941556616,-111.56864032745526,rhino,poaching,P3,submitted,Oct 13 2019 14:33:51
2816,4761875231,41.08464291126613,-94.78666891781903,elephant,human wildlife conflict,P1,submitted,Oct 26 2019 03:46:20
2817,2317804455,30.26675817894052,-85.38651790199137,gorilla,poaching,P2,verified,Oct 28 2019 14:13:53
2818,0590105989,49.08608257839386,-67.42424866220918,pangolin,other,P0,submitted,Oct 21 2019 03:24:15
2819,4549164556,48.16563090649349,-76.90292024460666,pangolin,animal mortality,P2,actionable,Oct 18 2019 20:31:21
2820,1408800743,25.953236024511728,-107.153486629268,other,animal mortality,P1,actionable,Oct 07 2019 14:25:30
2821,4270812292,25.281297789555254,-112.87443893445364,parrot,human wildlife conflict,P2,verified,Oct 04 2019 23:26:07
2822,1403389892,43.60534411749087,-102.00673189434659,elephant,wildlife sightings,P3,actionable,Oct 16 2019 17:42:47
2823,1344220217,40.572801970200175,-103.17074035585888,gorilla,wildlife sightings,P3,submitted,Oct 15 2019 09:48:36
2824,2344162167,24.992065693277183,-123.11166297311385,pangolin,wildlife sightings,P0,submitted,Oct 14 2019 00:46:17
2825,2546549294,47.07370321683325,-102.41969092097244,parrot,animal mortality,P3,actionable,Oct 04 2019 15:32:04
2826,2871371727,25.355783546556516,-113.95863880587164,gorilla,poaching,P1,submitted,Oct 07 2019 06:22:51
2827,2384695414,28.439907568103635,-120.80858846950852,other,poaching,P2,verified,Oct 25 2019 12:17:09
2828,1089687385,30.85388176507128,-75.8563989870087,rhino,poaching,P0,verified,Oct 30 2019 14:13:36
2829,3094395465,25.222169293709605,-93.50599345055056,parrot,human wildlife conflict,P2,actionable,Oct 09 2019 16:54:11
2830,2384695414,46.892692133781765,-92.08920355653659,sea turtle,other,P2,verified,Oct 10 2019 23:16:56
2831,0099573713,37.74175825412952,-73.00444993156134,tiger,human wildlife conflict,P0,actionable,Oct 22 2019 20:05:08
2832,4395565828,31.562107363420893,-103.38232985308973,tiger,poaching,P3,submitted,Oct 28 2019 12:12:26
2833,2423426263,28.508720995191972,-103.17016382607929,parrot,other,P2,submitted,Oct 23 2019 20:58:06
2834,2623724845,48.33628435748692,-74.59131329089627,tiger,poaching,P1,submitted,Oct 16 2019 13:03:33
2835,0569817514,34.90779672605206,-79.60525241006438,other,poaching,P3,submitted,Oct 19 2019 01:28:38
2836,4730781208,39.52065442859752,-101.15993074621713,elephant,wildlife sightings,P3,submitted,Oct 06 2019 16:37:33
2837,0830019667,47.982240016063066,-95.82790379431815,tiger,animal mortality,P1,verified,Oct 09 2019 03:03:52
2838,2129006458,27.61639528324202,-84.50305323798986,pangolin,animal mortality,P1,verified,Oct 08 2019 11:13:06
2839,3972471503,34.18315264053449,-101.28999143060739,other,other,P0,verified,Oct 29 2019 12:41:10
2840,2153584095,40.60831834294684,-111.0348030554208,parrot,poaching,P3,verified,Oct 07 2019 11:49:33
2841,0383458462,34.77450094443207,-119.5229042056184,elephant,human wildlife conflict,P3,verified,Oct 08 2019 22:05:10
2842,0519690520,27.902884632746318,-72.69783921795153,other,other,P0,verified,Oct 24 2019 20:52:21
2843,2171732175,43.952036683177596,-112.28099860559787,sea turtle,wildlife sightings,P0,submitted,Oct 25 2019 08:36:00
2844,4648030291,24.990256514355156,-123.10089157397965,pangolin,human wildlife conflict,P1,submitted,Oct 05 2019 05:02:02
2845,4177972150,43.73220511495387,-91.14140747461715,tiger,poaching,P2,actionable,Oct 23 2019 10:48:13
2846,0768147677,37.00008918653037,-85.57829674475187,parrot,other,P2,actionable,Oct 28 2019 02:25:53
2847,3036299797,32.205550918726615,-102.98322995706312,sea turtle,animal mortality,P3,submitted,Oct 25 2019 14:28:45
2848,2933850531,25.437283489671124,-97.79569361060805,parrot,wildlife sightings,P1,submitted,Oct 22 2019 23:11:07
2849,2558830722,30.415156725803165,-112.32069461957482,sea turtle,poaching,P3,actionable,Oct 31 2019 00:14:41
2850,4061671529,48.97260616307808,-99.66176880537998,pangolin,other,P3,actionable,Oct 01 2019 10:19:05
2851,0077657283,25.567686168345798,-84.54361294500788,elephant,animal mortality,P1,actionable,Oct 10 2019 19:09:46
2852,4938775240,36.27556147542281,-95.88685359263435,sea turtle,human wildlife conflict,P3,actionable,Oct 01 2019 20:55:58
2853,3652855835,29.753847701142117,-79.06691157445394,parrot,poaching,P3,actionable,Oct 18 2019 04:42:48
2854,3634534252,45.74380537622257,-68.20259528712758,elephant,human wildlife conflict,P1,submitted,Oct 14 2019 20:39:21
2855,0951370102,32.25553400615458,-70.5069902612639,rhino,poaching,P1,actionable,Oct 19 2019 09:49:56
2856,2203521012,37.81877949025926,-101.26890637022211,pangolin,poaching,P1,submitted,Oct 31 2019 01:01:09
2857,2794064757,47.59228145418199,-75.61969765131187,rhino,human wildlife conflict,P2,verified,Oct 11 2019 07:42:45
2858,4824274055,36.39537034150098,-75.61060927108382,elephant,wildlife sightings,P0,actionable,Oct 20 2019 08:37:43
2859,0444522472,46.401024469274866,-94.72927236174695,other,human wildlife conflict,P3,submitted,Oct 30 2019 10:44:49
2860,5002834049,33.20096771655918,-83.59842476285424,other,human wildlife conflict,P2,submitted,Oct 23 2019 00:37:14
2861,1271721029,32.74116296839114,-99.85463488334756,gorilla,other,P3,submitted,Oct 21 2019 02:00:27
2862,1426382744,48.357730551102975,-83.808551260508,other,human wildlife conflict,P3,submitted,Nov 01 2019 14:56:14
2863,1653486419,40.27034524581734,-100.23004514876112,rhino,wildlife sightings,P2,submitted,Oct 28 2019 15:39:33
2864,1057352712,38.44748085823041,-108.14422209401653,sea turtle,poaching,P2,actionable,Oct 07 2019 05:36:35
2865,4705584388,28.55195391082591,-74.03831516500443,rhino,animal mortality,P2,verified,Oct 09 2019 08:46:14
2866,4878283255,29.45132361424662,-104.36885834913734,tiger,poaching,P2,actionable,Oct 18 2019 09:13:52
2867,2718592305,33.08411536568322,-77.76385567029064,tiger,wildlife sightings,P1,submitted,Oct 19 2019 01:16:18
2868,2576473442,29.38027889639538,-89.8180646871359,pangolin,wildlife sightings,P3,submitted,Oct 24 2019 04:11:53
2869,2357328569,30.55805871825426,-112.43200435592814,pangolin,other,P3,actionable,Oct 15 2019 00:20:20
2870,2631685540,45.69871837172826,-88.72289507527651,sea turtle,human wildlife conflict,P1,submitted,Oct 04 2019 23:15:17
2871,0891710761,42.4537591174544,-87.31065199840327,pangolin,animal mortality,P3,actionable,Oct 12 2019 06:47:57
2872,3307212685,37.74215650029559,-117.63493443419678,rhino,animal mortality,P3,actionable,Oct 26 2019 16:58:17
2873,4730781208,32.335732375494295,-113.8841489692826,tiger,animal mortality,P0,submitted,Oct 05 2019 09:16:29
2874,0783564605,31.621251419211934,-84.33889161558777,parrot,other,P1,actionable,Oct 11 2019 08:04:38
2875,1908035290,29.773330989814227,-88.98373051135482,tiger,animal mortality,P2,actionable,Oct 06 2019 15:14:21
2876,4647210116,28.413046186886877,-106.01507678938327,elephant,other,P3,submitted,Oct 31 2019 06:59:45
2877,1344878973,32.480273150756766,-106.81105947919642,pangolin,wildlife sightings,P2,verified,Oct 29 2019 15:28:11
2878,0778162622,28.111405092078556,-72.69784788629127,other,wildlife sightings,P3,actionable,Oct 19 2019 01:17:42
2879,1784228979,43.01084025661815,-117.33009558014574,rhino,human wildlife conflict,P2,actionable,Oct 15 2019 04:44:37
2880,1420487822,26.149497706722485,-106.05371478484491,parrot,animal mortality,P2,actionable,Oct 04 2019 06:01:19
2881,4395480820,31.384046228403555,-74.16701892805791,parrot,human wildlife conflict,P1,submitted,Oct 17 2019 15:40:57
2882,4720870427,33.43228018270091,-90.95091548834023,other,human wildlife conflict,P3,actionable,Oct 14 2019 17:23:00
2883,0139263080,30.298943768483724,-75.57696067420477,rhino,other,P3,submitted,Oct 27 2019 20:47:58
2884,4549335111,43.26303370346547,-98.88109420284708,parrot,wildlife sightings,P2,verified,Oct 20 2019 10:33:20
2885,4424531416,42.68769725258404,-99.66246169844831,rhino,animal mortality,P1,submitted,Oct 04 2019 00:59:17
2886,3029500073,28.068267879219412,-101.37042438428192,gorilla,wildlife sightings,P1,verified,Oct 22 2019 20:27:08
2887,0599951906,25.882454860426442,-91.93893586926937,sea turtle,poaching,P1,actionable,Nov 01 2019 14:37:03
2888,3421043706,37.44031544392235,-68.41549126517981,parrot,wildlife sightings,P1,submitted,Oct 05 2019 14:55:22
2889,1291637773,32.46660561568561,-98.45670950522141,parrot,poaching,P2,submitted,Oct 25 2019 18:26:27
2890,0114451305,34.33229123425533,-109.95971161363005,pangolin,human wildlife conflict,P1,verified,Oct 31 2019 02:45:45
2891,0624677667,32.87095835178015,-113.29516781386805,tiger,poaching,P1,submitted,Oct 22 2019 16:03:27
2892,2380630950,25.293795427723687,-70.51089984276574,pangolin,wildlife sightings,P1,actionable,Oct 04 2019 21:46:09
2893,4055236050,39.67207215289268,-103.69623781829496,parrot,poaching,P3,submitted,Oct 19 2019 14:58:09
2894,4910193412,35.70611240134504,-86.75050461526504,gorilla,other,P2,actionable,Oct 19 2019 00:23:33
2895,4549164556,37.850531908372844,-84.09248579220915,tiger,poaching,P2,actionable,Oct 03 2019 07:39:43
2896,2256429554,29.20292334066236,-111.9182884292939,rhino,animal mortality,P3,submitted,Oct 20 2019 18:57:41
2897,2402388067,42.1794495932142,-108.25589273017728,tiger,human wildlife conflict,P2,submitted,Oct 15 2019 17:20:16
2898,0398037638,36.13725564711253,-74.56059691720895,elephant,wildlife sightings,P3,actionable,Oct 25 2019 15:22:48
2899,1124654268,32.054960041622316,-72.2494236400465,pangolin,wildlife sightings,P1,submitted,Oct 28 2019 00:42:56
2900,3817154554,41.69863417770438,-79.41662923125111,other,human wildlife conflict,P3,submitted,Oct 05 2019 15:09:40
2901,3070696655,27.71610318289075,-110.82797993369726,parrot,wildlife sightings,P3,verified,Oct 18 2019 07:27:01
2902,0346597886,26.436103463661205,-72.08364942206545,gorilla,poaching,P3,verified,Oct 18 2019 07:33:11
2903,4924142805,31.339648293394266,-107.27335996157457,tiger,other,P3,submitted,Oct 12 2019 11:34:35
2904,4935536058,36.141689978468406,-90.02160372972997,gorilla,animal mortality,P1,actionable,Oct 27 2019 16:24:04
2905,1579827501,44.40746571184326,-120.0203389525452,pangolin,other,P3,verified,Oct 31 2019 11:43:53
2906,3029500073,48.62757622106348,-117.11315645530686,parrot,other,P3,actionable,Oct 07 2019 17:46:07
2907,3746013208,44.08315581673399,-116.72957701841638,tiger,poaching,P2,submitted,Oct 20 2019 19:27:03
2908,2497101346,39.6143336601877,-94.73324411648393,gorilla,poaching,P2,submitted,Oct 30 2019 08:51:51
2909,1389238059,45.52681299750007,-94.06769413172994,rhino,human wildlife conflict,P3,actionable,Oct 24 2019 22:09:56
2910,2129006458,35.40273305756229,-67.9877988927762,gorilla,poaching,P3,actionable,Oct 17 2019 19:32:33
2911,3422642634,42.02449761306223,-122.1360756106702,elephant,poaching,P2,verified,Oct 31 2019 15:35:46
2912,0914418672,47.08802329259612,-90.79474232209797,gorilla,human wildlife conflict,P2,verified,Oct 22 2019 23:58:45
2913,4685318853,32.851825283524526,-117.17592873366348,rhino,animal mortality,P3,verified,Oct 19 2019 22:11:26
2914,1556408686,33.04017434320088,-84.91140254058594,gorilla,animal mortality,P2,actionable,Oct 04 2019 17:13:11
2915,0152660294,37.42602950015868,-96.35483698938167,other,human wildlife conflict,P0,actionable,Oct 04 2019 10:31:59
2916,1417420949,41.84076545277564,-79.99378034348825,sea turtle,animal mortality,P3,actionable,Oct 01 2019 00:37:20
2917,5005980881,32.39885029955802,-109.96931630136838,tiger,poaching,P3,actionable,Oct 20 2019 22:14:34
2918,3855562826,40.88923252284099,-81.93013797384155,elephant,other,P1,actionable,Nov 01 2019 22:11:37
2919,2737192073,27.86352633107496,-114.79770100437136,other,wildlife sightings,P1,submitted,Oct 27 2019 17:49:10
2920,2671013850,25.23932199246042,-108.27056588844115,other,other,P3,actionable,Oct 30 2019 04:03:34
2921,0951370102,27.35830712610271,-122.18789952328478,pangolin,human wildlife conflict,P3,actionable,Oct 24 2019 06:48:42
2922,2718592305,27.372798291316826,-109.84607895260113,gorilla,wildlife sightings,P1,actionable,Oct 27 2019 14:22:11
2923,0519690520,26.084415256631566,-76.50521632901135,tiger,wildlife sightings,P3,submitted,Oct 25 2019 21:46:12
2924,4928381376,27.26108271339613,-91.8468148547687,other,wildlife sightings,P1,submitted,Oct 31 2019 07:53:04
2925,0769565811,34.146732789764386,-71.82542415263111,gorilla,wildlife sightings,P2,verified,Oct 31 2019 07:03:35
2926,4046995843,25.579126630748647,-108.50564728922532,gorilla,animal mortality,P3,submitted,Oct 18 2019 22:39:06
2927,3972471503,37.54759607335208,-71.49785678932055,rhino,poaching,P2,submitted,Oct 26 2019 22:20:04
2928,0469680873,34.188897857571746,-115.600612561943,sea turtle,other,P2,submitted,Oct 08 2019 20:09:20
2929,1140831285,46.50261245346,-96.89766328391849,parrot,other,P2,verified,Oct 08 2019 12:00:39
2930,0783564605,33.44972267433599,-88.4116438958539,elephant,wildlife sightings,P1,verified,Oct 26 2019 09:30:48
2931,4057167072,47.44152306750694,-108.68679219743618,elephant,other,P0,actionable,Oct 13 2019 02:54:25
2932,3074908848,38.01499958843999,-124.45948883421002,tiger,poaching,P3,verified,Oct 16 2019 17:02:28
2933,3307212685,25.407852869262424,-97.26389724671067,parrot,animal mortality,P2,verified,Oct 27 2019 02:35:05
2934,0871718329,33.569336593809545,-110.08936539274823,sea turtle,human wildlife conflict,P2,actionable,Oct 14 2019 13:57:00
2935,0474963239,43.83737727774215,-82.67937670170747,gorilla,poaching,P3,verified,Oct 26 2019 11:58:43
2936,2198055652,31.98297327796092,-100.5013427324631,rhino,poaching,P3,verified,Oct 15 2019 23:15:50
2937,0132752491,31.454298540704887,-84.5210677230541,parrot,wildlife sightings,P2,verified,Oct 29 2019 08:06:40
2938,2703651679,47.046224218043974,-74.98737811658717,gorilla,poaching,P2,submitted,Oct 04 2019 07:09:58
2939,1094970710,45.60222871332894,-90.59075058990382,tiger,wildlife sightings,P3,verified,Oct 17 2019 14:18:41
2940,4027285081,46.463056668447265,-75.20911740890696,pangolin,animal mortality,P0,verified,Oct 27 2019 15:46:58
2941,3232385483,27.284327694830058,-69.77123227197605,pangolin,wildlife sightings,P2,actionable,Nov 01 2019 23:55:42
2942,1291637773,47.679001299747306,-102.93025574884729,gorilla,human wildlife conflict,P2,actionable,Oct 06 2019 08:36:39
2943,4481907119,26.697396649114975,-113.10280442041496,rhino,wildlife sightings,P3,submitted,Oct 24 2019 15:56:59
2944,3036299797,28.852064748147537,-111.46797447023756,gorilla,human wildlife conflict,P1,actionable,Oct 18 2019 07:16:45
2945,4971268990,30.04596311641638,-74.0588522671566,other,wildlife sightings,P2,actionable,Oct 04 2019 23:33:56
2946,2737192073,41.60289721555106,-73.07060471253311,pangolin,poaching,P1,submitted,Oct 23 2019 19:16:00
2947,3416328296,36.998112003204355,-98.55216628397173,other,poaching,P3,verified,Oct 21 2019 07:36:56
2948,3195890402,34.54745671685697,-94.04694129441432,parrot,other,P3,actionable,Oct 26 2019 18:50:02
2949,2118540928,39.08628539953203,-84.86381902396496,tiger,poaching,P2,submitted,Oct 15 2019 12:37:03
2950,4243364987,45.358963045800046,-111.02870071240429,other,poaching,P3,submitted,Oct 05 2019 19:45:43
2951,1606856334,30.167611629250718,-83.640791862682,parrot,animal mortality,P3,actionable,Oct 09 2019 12:37:04
2952,3710351737,46.48806157759475,-124.41338192764613,pangolin,other,P3,actionable,Oct 15 2019 08:22:10
2953,0444522472,39.932128206728734,-101.89371150800505,tiger,poaching,P3,actionable,Oct 21 2019 04:36:24
2954,0172985919,40.98919217165949,-87.43088849098947,sea turtle,animal mortality,P1,submitted,Nov 01 2019 18:25:42
2955,2703651679,40.905979353479566,-120.23133365063912,elephant,poaching,P2,submitted,Oct 24 2019 22:48:16
2956,0234937877,28.620407815249813,-88.68874740418511,pangolin,wildlife sightings,P2,verified,Oct 08 2019 04:16:31
2957,2971559690,28.52788971650261,-101.05624650156815,sea turtle,poaching,P2,submitted,Oct 10 2019 21:11:42
2958,1722801507,36.459727156466045,-119.50714529350856,elephant,poaching,P3,verified,Oct 17 2019 07:19:01
2959,1873211393,31.103387044636346,-116.94308707313229,elephant,wildlife sightings,P3,verified,Oct 30 2019 02:50:09
2960,0229497048,26.786199237905606,-100.83182602884284,elephant,wildlife sightings,P1,verified,Oct 29 2019 13:45:38
2961,2683396663,29.958832069913633,-107.92161415762237,elephant,poaching,P1,submitted,Oct 21 2019 10:58:28
2962,0412417648,33.29162130600923,-102.38622029272975,elephant,wildlife sightings,P3,actionable,Oct 04 2019 08:21:56
2963,0038687773,48.114078249896224,-88.76993417335473,pangolin,animal mortality,P3,submitted,Oct 01 2019 01:58:50
2964,1267763252,27.574477471839014,-120.62080344373054,rhino,wildlife sightings,P2,submitted,Oct 24 2019 17:44:11
2965,4866322467,43.30846928150868,-79.48340352371389,tiger,poaching,P1,verified,Oct 16 2019 13:12:04
2966,0769565811,47.76611324337151,-67.81221938170003,parrot,other,P3,submitted,Oct 02 2019 19:07:23
2967,1403389892,47.95466009156898,-103.57026304575936,rhino,human wildlife conflict,P0,actionable,Oct 01 2019 00:34:37
2968,0424138376,29.874399107984058,-123.1095685981711,rhino,human wildlife conflict,P1,actionable,Oct 26 2019 13:12:28
2969,2355641394,33.61651884020584,-118.38055535562276,tiger,other,P0,verified,Oct 26 2019 03:12:24
2970,4229984045,31.531973772489867,-70.8094497762113,pangolin,other,P3,actionable,Oct 25 2019 04:18:24
2971,0469680873,42.59964626446384,-93.70712026327834,parrot,wildlife sightings,P0,submitted,Oct 16 2019 03:04:30
2972,0707723700,34.36940779644305,-71.89933951175735,parrot,other,P2,actionable,Oct 08 2019 09:22:57
2973,1413210664,40.12386276851305,-90.66119284398877,elephant,human wildlife conflict,P3,verified,Oct 17 2019 01:17:05
2974,0924712125,32.23528269390535,-72.91561618191162,pangolin,poaching,P2,actionable,Oct 09 2019 22:09:47
2975,1271721029,26.138888397610987,-94.90026763768921,parrot,wildlife sightings,P1,submitted,Oct 27 2019 14:49:08
2976,3244592707,48.22749030997891,-72.54358614053965,gorilla,other,P3,verified,Oct 29 2019 07:32:55
2977,3895538340,39.45630996285069,-74.1009044666757,sea turtle,poaching,P1,verified,Oct 01 2019 06:22:02
2978,3243515982,28.19349878065251,-87.03785291668416,sea turtle,animal mortality,P2,submitted,Oct 16 2019 00:28:31
2979,4096882879,47.80673925820632,-100.45649793794641,tiger,animal mortality,P3,verified,Oct 24 2019 14:34:54
2980,4460809937,46.25529483186165,-68.89466553941804,other,human wildlife conflict,P2,submitted,Oct 05 2019 15:51:35
2981,1426382744,26.574279049142696,-114.8577471879866,rhino,other,P1,verified,Oct 12 2019 23:30:51
2982,2737192073,46.13437515507219,-114.24923074594672,other,animal mortality,P2,actionable,Oct 30 2019 03:57:06
2983,0231318462,39.13410051626259,-119.98452811291904,elephant,human wildlife conflict,P1,verified,Oct 17 2019 17:35:56
2984,4348492377,42.31898464318384,-86.26490779365183,tiger,poaching,P3,actionable,Oct 02 2019 17:42:37
2985,4213108364,32.94229341220762,-75.93139445060316,tiger,poaching,P2,actionable,Oct 12 2019 10:00:24
2986,2737192073,48.554396647334634,-79.92406052245606,other,human wildlife conflict,P1,actionable,Oct 31 2019 03:20:54
2987,0172985919,40.854150320071966,-70.95881005515136,tiger,animal mortality,P3,verified,Oct 20 2019 17:15:42
